tank,date,rf,group,period
T003,2023-06-27,0.9839991363050848,test,after
T003,2023-06-28,0.9618322352810141,test,after
T003,2023-06-29,0.9781150132139005,test,after
T003,2023-06-30,0.9566132927808911,test,after
T004,2023-05-02,0.901933117266448,test,before
T004,2023-05-03,0.9211200336824296,test,before
T004,2023-05-04,0.9214912532841079,test,before
T004,2023-05-05,0.9253630444796319,test,before
T004,2023-05-06,0.9289095017686101,test,before
T004,2023-05-07,0.9388999315982051,test,before
T004,2023-05-08,0.9205178623517515,test,before
T004,2023-05-09,0.9127841073373535,test,before
T004,2023-05-10,0.9316732962104518,test,before
T004,2023-05-11,0.9106991384701866,test,before
T004,2023-05-12,0.9174247052479291,test,before
T004,2023-05-13,0.9030041036733942,test,before
T004,2023-05-14,0.900879878156322,test,before
T004,2023-05-15,0.9383717850068206,test,before
T004,2023-05-16,0.9333050532401919,test,before
T004,2023-05-17,0.9277048166634516,test,before
T004,2023-05-18,0.9162239661962744,test,before
T004,2023-05-19,0.9067976212225375,test,before
T004,2023-05-20,0.9061233301265471,test,before
T004,2023-05-21,0.9098755643462875,test,before
T004,2023-05-22,0.9218349150079485,test,before
T004,2023-05-23,0.9284496853277061,test,before
T004,2023-05-24,0.9262737434884128,test,before
T004,2023-05-25,0.9110632042975414,test,before
T004,2023-05-26,0.9380604596462314,test,before
T004,2023-05-27,0.9293817250875344,test,before
T004,2023-05-28,0.9220400105201597,test,before
T004,2023-05-29,0.9243346782690778,test,before
T004,2023-05-30,0.9166498509168153,test,before
T004,2023-05-31,0.9097750879997499,test,before
T004,2023-06-01,0.954104755565754,test,after
T004,2023-06-02,0.9701796928382783,test,after
T004,2023-06-03,0.9404415879648939,test,after
T004,2023-06-04,0.9445087540399802,test,after
T004,2023-06-05,0.9417059541005737,test,after
T004,2023-06-06,0.9414950005124624,test,after
T004,2023-06-07,0.9740842717801439,test,after
T004,2023-06-08,0.9680121627949045,test,after
T004,2023-06-09,0.9588328015831966,test,after
T004,2023-06-10,0.9437792148457437,test,after
T004,2023-06-11,0.9595304834243769,test,after
T004,2023-06-12,0.9588047192509263,test,after
T004,2023-06-13,0.9467939232161042,test,after
T004,2023-06-14,0.9572199143892225,test,after
T004,2023-06-15,0.9558060377955985,test,after
T004,2023-06-16,0.9644998523417923,test,after
T004,2023-06-17,0.9652695944544093,test,after
T004,2023-06-18,0.9416780088105854,test,after
T004,2023-06-19,0.9548503530047624,test,after
T004,2023-06-20,0.964900245048273,test,after
T004,2023-06-21,0.9599912987629071,test,after
T004,2023-06-22,0.9741254420672365,test,after
T004,2023-06-23,0.9662135936844614,test,after
T004,2023-06-24,0.9463832255029607,test,after
T004,2023-06-25,0.9426885983157207,test,after
T004,2023-06-26,0.9655626195479562,test,after
T004,2023-06-27,0.9409263008413684,test,after
T004,2023-06-28,0.9632968716706422,test,after
T004,2023-06-29,0.9774750580767019,test,after
T004,2023-06-30,0.9628848155347387,test,after
T005,2023-05-02,0.8711286610925045,test,before
T005,2023-05-03,0.8813333927819378,test,before
T005,2023-05-04,0.8739319796639043,test,before
T005,2023-05-05,0.8774265356168811,test,before
T005,2023-05-06,0.8932604563953047,test,before
T005,2023-05-07,0.8710459695562747,test,before
T005,2023-05-08,0.8940494865972003,test,before
T005,2023-05-09,0.8918158897224863,test,before
T005,2023-05-10,0.8634335094358155,test,before
T005,2023-05-11,0.8583763160792502,test,before
T005,2023-05-12,0.8596329840993407,test,before
T005,2023-05-13,0.8563307370703057,test,before
T005,2023-05-14,0.8593795824744808,test,before
T005,2023-05-15,0.882922134980898,test,before
T005,2023-05-16,0.8584494099826528,test,before
T005,2023-05-17,0.8683608892559941,test,before
T005,2023-05-18,0.8893968764830219,test,before
T005,2023-05-19,0.8565327414736768,test,before
T005,2023-05-20,0.8881806033478011,test,before
T005,2023-05-21,0.8668760550351796,test,before
T005,2023-05-22,0.8603284571491099,test,before
T005,2023-05-23,0.8834713506588097,test,before
T005,2023-05-24,0.880759577915439,test,before
T005,2023-05-25,0.8907007445853258,test,before
T005,2023-05-26,0.8850047057963991,test,before
T005,2023-05-27,0.8877411012596376,test,before
T005,2023-05-28,0.866883246947096,test,before
T005,2023-05-29,0.8626994457954326,test,before
T005,2023-05-30,0.8856264541098781,test,before
T005,2023-05-31,0.8878752536149342,test,before
T005,2023-06-01,0.9352220697242706,test,after
T005,2023-06-02,0.9121065711207007,test,after
T005,2023-06-03,0.9104825874759549,test,after
T005,2023-06-04,0.9266583824739235,test,after
T005,2023-06-05,0.9092340056543643,test,after
T005,2023-06-06,0.9328321570683862,test,after
T005,2023-06-07,0.9299383741179641,test,after
T005,2023-06-08,0.9127616251392443,test,after
T005,2023-06-09,0.9256367067559035,test,after
T005,2023-06-10,0.9257835790076309,test,after
T005,2023-06-11,0.8997268187976809,test,after
T005,2023-06-12,0.9317039803114263,test,after
T005,2023-06-13,0.9158119589421578,test,after
T005,2023-06-14,0.9286601626885532,test,after
T005,2023-06-15,0.908403848085468,test,after
T005,2023-06-16,0.9314227931840916,test,after
T005,2023-06-17,0.9111699311936101,test,after
T005,2023-06-18,0.8960353701034556,test,after
T005,2023-06-19,0.9318171431010142,test,after
T005,2023-06-20,0.899253331115689,test,after
T005,2023-06-21,0.9083744095478602,test,after
T005,2023-06-22,0.9336043427262758,test,after
T005,2023-06-23,0.9336261499217459,test,after
T005,2023-06-24,0.9185393795691751,test,after
T005,2023-06-25,0.9208753525310356,test,after
T005,2023-06-26,0.9135396849233763,test,after
T005,2023-06-27,0.9073302949121662,test,after
T005,2023-06-28,0.9087484458590402,test,after
T005,2023-06-29,0.9225026022873252,test,after
T005,2023-06-30,0.9256968452217508,test,after
T006,2023-05-02,0.8872626137826543,test,before
T006,2023-05-03,0.8871841777454025,test,before
T006,2023-05-04,0.859247696155568,test,before
T006,2023-05-05,0.8753762642217235,test,before
T006,2023-05-06,0.8579018024342862,test,before
T006,2023-05-07,0.8775806073265697,test,before
T006,2023-05-08,0.8732606720885554,test,before
T006,2023-05-09,0.8911076193439523,test,before
T006,2023-05-10,0.8696360525357035,test,before
T006,2023-05-11,0.8602821326907245,test,before
T006,2023-05-12,0.8613191193157338,test,before
T006,2023-05-13,0.8860598773023192,test,before
T006,2023-05-14,0.8803281745662708,test,before
T006,2023-05-15,0.859644359078532,test,before
T006,2023-05-16,0.8589637242782202,test,before
T006,2023-05-17,0.8836382172919851,test,before
T006,2023-05-18,0.858509972288188,test,before
T006,2023-05-19,0.8884738544052346,test,before
T006,2023-05-20,0.8838491411198802,test,before
T006,2023-05-21,0.8588534032592963,test,before
T006,2023-05-22,0.858992960597028,test,before
T006,2023-05-23,0.8950650351736673,test,before
T006,2023-05-24,0.8705702838638651,test,before
T006,2023-05-25,0.8704251379162959,test,before
T006,2023-05-26,0.8881114347239204,test,before
T006,2023-05-27,0.8934893951289746,test,before
T006,2023-05-28,0.8950394945865352,test,before
T006,2023-05-29,0.885734579443978,test,before
T006,2023-05-30,0.870649835454857,test,before
T006,2023-05-31,0.8589394807015671,test,before
T006,2023-06-01,0.9266853286707177,test,after
T006,2023-06-02,0.9179356220230525,test,after
T006,2023-06-03,0.9125683324034993,test,after
T006,2023-06-04,0.9318536274374097,test,after
T006,2023-06-05,0.9000473513258663,test,after
T006,2023-06-06,0.9153044562052546,test,after
T006,2023-06-07,0.896053597824317,test,after
T006,2023-06-08,0.9143458777133853,test,after
T006,2023-06-09,0.8978515830608937,test,after
T006,2023-06-10,0.9003521686843431,test,after
T006,2023-06-11,0.9003005019047045,test,after
T006,2023-06-12,0.9215678641182627,test,after
T006,2023-06-13,0.9254412472042371,test,after
T006,2023-06-14,0.9189342026375067,test,after
T006,2023-06-15,0.934086353972602,test,after
T006,2023-06-16,0.9105942752145684,test,after
T006,2023-06-17,0.9070279354848947,test,after
T006,2023-06-18,0.9303434171611986,test,after
T006,2023-06-19,0.9045432855743983,test,after
T006,2023-06-20,0.9341283536112447,test,after
T006,2023-06-21,0.8960856310212129,test,after
T006,2023-06-22,0.9343946051019258,test,after
T006,2023-06-23,0.8973258485116433,test,after
T006,2023-06-24,0.931245176581543,test,after
T006,2023-06-25,0.9167074963970723,test,after
T006,2023-06-26,0.9353180438783922,test,after
T006,2023-06-27,0.8985513146230362,test,after
T006,2023-06-28,0.917753623409673,test,after
T006,2023-06-29,0.9343715534583842,test,after
T006,2023-06-30,0.9165233658004263,test,after
T007,2023-05-02,0.8709843067422304,test,before
T007,2023-05-03,0.8736383087762046,test,before
T007,2023-05-04,0.8639900038075309,test,before
T007,2023-05-05,0.8709106844201825,test,before
T007,2023-05-06,0.8691809336937439,test,before
T007,2023-05-07,0.8818546816364595,test,before
T007,2023-05-08,0.8476262164304782,test,before
T007,2023-05-09,0.8570468888005092,test,before
T007,2023-05-10,0.8838248205798823,test,before
T007,2023-05-11,0.8814189125724565,test,before
T007,2023-05-12,0.8640346313282484,test,before
T007,2023-05-13,0.8706136651288814,test,before
T007,2023-05-14,0.8569036085360652,test,before
T007,2023-05-15,0.8533332076057704,test,before
T007,2023-05-16,0.8643562974144192,test,before
T007,2023-05-17,0.859942450337862,test,before
T007,2023-05-18,0.8691546056908548,test,before
T007,2023-05-19,0.8489177466954193,test,before
T007,2023-05-20,0.8847841535234666,test,before
T007,2023-05-21,0.8852567909960041,test,before
T007,2023-05-22,0.8737348297776097,test,before
T007,2023-05-23,0.8672522158705848,test,before
T007,2023-05-24,0.858189465868273,test,before
T007,2023-05-25,0.8783601620050979,test,before
T007,2023-05-26,0.8731976081189751,test,before
T007,2023-05-27,0.8523130387906156,test,before
T007,2023-05-28,0.8822454485965736,test,before
T007,2023-05-29,0.8787098509337467,test,before
T007,2023-05-30,0.8838003577484969,test,before
T007,2023-05-31,0.8748371415523544,test,before
T007,2023-06-01,0.9103449690542516,test,after
T007,2023-06-02,0.9025380826684447,test,after
T007,2023-06-03,0.9231175005509805,test,after
T007,2023-06-04,0.9204509167968363,test,after
T007,2023-06-05,0.8876171080210675,test,after
T007,2023-06-06,0.88686304019671,test,after
T007,2023-06-07,0.9008668958919419,test,after
T007,2023-06-08,0.9182304944480932,test,after
T007,2023-06-09,0.9252994063894178,test,after
T007,2023-06-10,0.891825036860961,test,after
T007,2023-06-11,0.9095735898309054,test,after
T007,2023-06-12,0.9010439954820608,test,after
T007,2023-06-13,0.9246049371294041,test,after
T007,2023-06-14,0.9194931181422483,test,after
T007,2023-06-15,0.9193415094052655,test,after
T007,2023-06-16,0.9045560876086187,test,after
T007,2023-06-17,0.9024011413103266,test,after
T007,2023-06-18,0.8967446440940482,test,after
T007,2023-06-19,0.8880633810828571,test,after
T007,2023-06-20,0.9203972562670221,test,after
T007,2023-06-21,0.9183244015820231,test,after
T007,2023-06-22,0.9257970681482652,test,after
T007,2023-06-23,0.9256738346997762,test,after
T007,2023-06-24,0.908025629440925,test,after
T007,2023-06-25,0.9165678578240404,test,after
T007,2023-06-26,0.9235989904121171,test,after
T007,2023-06-27,0.9197942568439165,test,after
T007,2023-06-28,0.8957022852865478,test,after
T007,2023-06-29,0.9038301266292237,test,after
T007,2023-06-30,0.8909747378228797,test,after
T008,2023-05-02,0.9647796556678425,test,before
T008,2023-05-03,0.9508645999555289,test,before
T008,2023-05-04,0.9357633267976321,test,before
T008,2023-05-05,0.9534856419537279,test,before
T008,2023-05-06,0.9513427441958094,test,before
T008,2023-05-07,0.9409441232988073,test,before
T008,2023-05-08,0.9311599182654787,test,before
T008,2023-05-09,0.9534805424012056,test,before
T008,2023-05-10,0.9474299226136453,test,before
T008,2023-05-11,0.9575103502469192,test,before
T008,2023-05-12,0.9474241546219734,test,before
T008,2023-05-13,0.9607048745902352,test,before
T008,2023-05-14,0.948693888128473,test,before
T008,2023-05-15,0.949055133438909,test,before
T008,2023-05-16,0.9616837586838274,test,before
T008,2023-05-17,0.9427569292259895,test,before
T008,2023-05-18,0.9319782237155192,test,before
T008,2023-05-19,0.9277689216300271,test,before
T008,2023-05-20,0.9568231048044383,test,before
T008,2023-05-21,0.9514299966316322,test,before
T008,2023-05-22,0.9547808053014626,test,before
T008,2023-05-23,0.93513618103785,test,before
T008,2023-05-24,0.9320724736009643,test,before
T008,2023-05-25,0.9271994012042089,test,before
T008,2023-05-26,0.9406411169297575,test,before
T008,2023-05-27,0.9502143220516789,test,before
T008,2023-05-28,0.9423073763814829,test,before
T008,2023-05-29,0.9441166114584427,test,before
T008,2023-05-30,0.9627839623572435,test,before
T008,2023-05-31,0.9405478332584256,test,before
T008,2023-06-01,0.9871771941438858,test,after
T008,2023-06-02,0.9979637350871391,test,after
T008,2023-06-03,0.9824793258703443,test,after
T008,2023-06-04,0.9915010825866084,test,after
T008,2023-06-05,1.0011121629273632,test,after
T008,2023-06-06,1.004598439523799,test,after
T008,2023-06-07,0.9725005538146549,test,after
T008,2023-06-08,1.0036811195839532,test,after
T008,2023-06-09,0.986302266300675,test,after
T008,2023-06-10,0.9769473901094518,test,after
T008,2023-06-11,0.9849830448270239,test,after
T008,2023-06-12,1.0058189175889125,test,after
T008,2023-06-13,0.9863223383372082,test,after
T008,2023-06-14,0.9797676789889938,test,after
T008,2023-06-15,0.9919536487501625,test,after
T008,2023-06-16,0.9762234393286211,test,after
T008,2023-06-17,0.9696521477018399,test,after
T008,2023-06-18,0.9717728034539194,test,after
T008,2023-06-19,0.9717394481358043,test,after
T008,2023-06-20,0.9726937223179852,test,after
T008,2023-06-21,0.9721707014834698,test,after
T008,2023-06-22,0.992252604369622,test,after
T008,2023-06-23,0.9738928179534592,test,after
T008,2023-06-24,0.980444305910448,test,after
T008,2023-06-25,1.002489150973734,test,after
T008,2023-06-26,0.9855760801880084,test,after
T008,2023-06-27,0.9933199241183345,test,after
T008,2023-06-28,0.9735104094255587,test,after
T008,2023-06-29,0.9743091753298403,test,after
T008,2023-06-30,0.9682523592281526,test,after
T009,2023-05-02,0.9068689036972075,test,before
T009,2023-05-03,0.9112551147355993,test,before
T009,2023-05-04,0.9071919205453908,test,before
T009,2023-05-05,0.9036596025246032,test,before
T009,2023-05-06,0.904936936018345,test,before
T009,2023-05-07,0.91854265189563,test,before
T009,2023-05-08,0.9083648499105527,test,before
T009,2023-05-09,0.9146822956162439,test,before
T009,2023-05-10,0.9202481920085153,test,before
T009,2023-05-11,0.9277272943194955,test,before
T009,2023-05-12,0.9016839867679649,test,before
T009,2023-05-13,0.9320879171306826,test,before
T009,2023-05-14,0.9252275167539572,test,before
T009,2023-05-15,0.9033818624522758,test,before
T009,2023-05-16,0.935054646138592,test,before
T009,2023-05-17,0.9369463971955935,test,before
T009,2023-05-18,0.9025546195685155,test,before
T009,2023-05-19,0.911186607100209,test,before
T009,2023-05-20,0.9323595523660434,test,before
T009,2023-05-21,0.9300418887896673,test,before
T009,2023-05-22,0.9074923419485761,test,before
T009,2023-05-23,0.9084854741077893,test,before
T009,2023-05-24,0.9149303852859763,test,before
T009,2023-05-25,0.9194924205819618,test,before
T009,2023-05-26,0.9248416920355328,test,before
T009,2023-05-27,0.9148680467571119,test,before
T009,2023-05-28,0.9186128898196468,test,before
T009,2023-05-29,0.9300103386996712,test,before
T009,2023-05-30,0.9015788292899448,test,before
T009,2023-05-31,0.9102089789480817,test,before
T009,2023-06-01,0.968645484609703,test,after
T009,2023-06-02,0.9759197746818088,test,after
T009,2023-06-03,0.9605785988589475,test,after
T009,2023-06-04,0.9613960405849334,test,after
T009,2023-06-05,0.9443983816279119,test,after
T009,2023-06-06,0.958007995847259,test,after
T009,2023-06-07,0.9614161918325218,test,after
T009,2023-06-08,0.9498103213197101,test,after
T009,2023-06-09,0.9508812304122961,test,after
T009,2023-06-10,0.9552028676985058,test,after
T009,2023-06-11,0.9409143490854299,test,after
T009,2023-06-12,0.952994667797648,test,after
T009,2023-06-13,0.9485694214541827,test,after
T009,2023-06-14,0.9532113952614375,test,after
T009,2023-06-15,0.9449019864470909,test,after
T009,2023-06-16,0.9757325924039166,test,after
T009,2023-06-17,0.9638551993164828,test,after
T009,2023-06-18,0.9672755939401004,test,after
T009,2023-06-19,0.9716783507186144,test,after
T009,2023-06-20,0.9600491891314832,test,after
T009,2023-06-21,0.9435883126978178,test,after
T009,2023-06-22,0.9615957628470628,test,after
T009,2023-06-23,0.963585145895156,test,after
T009,2023-06-24,0.9699290801416941,test,after
T009,2023-06-25,0.957377883023508,test,after
T009,2023-06-26,0.9452147132861434,test,after
T009,2023-06-27,0.9514625374062698,test,after
T009,2023-06-28,0.9546347930302663,test,after
T009,2023-06-29,0.9659481908275849,test,after
T009,2023-06-30,0.9629426333610773,test,after
T010,2023-05-02,0.9250511268155185,test,before
T010,2023-05-03,0.9502678677313238,test,before
T010,2023-05-04,0.9350382505538801,test,before
T010,2023-05-05,0.9202963294490444,test,before
T010,2023-05-06,0.9148785566844208,test,before
T010,2023-05-07,0.9169216233469779,test,before
T010,2023-05-08,0.9206455669149849,test,before
T010,2023-05-09,0.9172345127099868,test,before
T010,2023-05-10,0.9182699387416569,test,before
T010,2023-05-11,0.9222110645273585,test,before
T010,2023-05-12,0.9177422015913947,test,before
T010,2023-05-13,0.9466778747646616,test,before
T010,2023-05-14,0.9140166076060703,test,before
T010,2023-05-15,0.9317877133624148,test,before
T010,2023-05-16,0.9272231308591911,test,before
T010,2023-05-17,0.9501024024559489,test,before
T010,2023-05-18,0.9152888138663267,test,before
T010,2023-05-19,0.9267214817414343,test,before
T010,2023-05-20,0.9495860751106193,test,before
T010,2023-05-21,0.9454275428153638,test,before
T010,2023-05-22,0.9434901406175757,test,before
T010,2023-05-23,0.9211233708614022,test,before
T010,2023-05-24,0.9176427612752073,test,before
T010,2023-05-25,0.9375529865765818,test,before
T010,2023-05-26,0.9479822973447081,test,before
T010,2023-05-27,0.9330777735001617,test,before
T010,2023-05-28,0.9336717653584006,test,before
T010,2023-05-29,0.922006421526016,test,before
T010,2023-05-30,0.9415869751072821,test,before
T010,2023-05-31,0.9182890077219056,test,before
T010,2023-06-01,0.9637544272357743,test,after
T010,2023-06-02,0.9678247153242612,test,after
T010,2023-06-03,0.9711116729269827,test,after
T010,2023-06-04,0.9605036470762077,test,after
T010,2023-06-05,0.9554007307691726,test,after
T010,2023-06-06,0.9752320594772699,test,after
T010,2023-06-07,0.9623524799092148,test,after
T010,2023-06-08,0.974056786636509,test,after
T010,2023-06-09,0.9569817663905726,test,after
T010,2023-06-10,0.9700528618537972,test,after
T010,2023-06-11,0.972110835081668,test,after
T010,2023-06-12,0.9528801992525016,test,after
T010,2023-06-13,0.9642714289073614,test,after
T010,2023-06-14,0.9561838448571635,test,after
T010,2023-06-15,0.9533422565985152,test,after
T010,2023-06-16,0.9904056670752024,test,after
T010,2023-06-17,0.9637014115785935,test,after
T010,2023-06-18,0.9832022356137899,test,after
T010,2023-06-19,0.960992883970155,test,after
T010,2023-06-20,0.9780673666685616,test,after
T010,2023-06-21,0.981216372175192,test,after
T010,2023-06-22,0.9746328074039183,test,after
T010,2023-06-23,0.9696703053216109,test,after
T010,2023-06-24,0.9672808943454952,test,after
T010,2023-06-25,0.9647619884413243,test,after
T010,2023-06-26,0.9879884235495175,test,after
T010,2023-06-27,0.9840320340911137,test,after
T010,2023-06-28,0.9894083342062651,test,after
T010,2023-06-29,0.9557791467190263,test,after
T010,2023-06-30,0.9800419567877503,test,after
T011,2023-05-02,0.8795920677024218,test,before
T011,2023-05-03,0.8493077720762068,test,before
T011,2023-05-04,0.8447183001242514,test,before
T011,2023-05-05,0.8717032754011826,test,before
T011,2023-05-06,0.8650373739567768,test,before
T011,2023-05-07,0.8757316004999112,test,before
T011,2023-05-08,0.8476493444946319,test,before
T011,2023-05-09,0.8738691419039759,test,before
T011,2023-05-10,0.8501235422314901,test,before
T011,2023-05-11,0.8486046871442084,test,before
